"","lap","cars","Position"
"395",22,"4",7
"396",22,"3",8
"397",22,"18",9
"398",22,"31",10
"399",22,"5",11
"400",22,"99",12
"401",22,"10",13
"402",22,"23",14
"403",22,"7",15
"404",22,"63",16
"405",22,"6",17
"406",23,"44",1
"407",23,"77",2
"408",23,"33",3
"409",23,"16",4
"410",23,"55",5
"411",23,"8",6
"412",23,"4",7
"413",23,"3",8
"414",23,"18",9
"415",23,"31",10
"416",23,"5",11
"417",23,"99",12
"418",23,"10",13
"419",23,"23",14
"420",23,"7",15
"421",23,"63",16
"422",23,"6",17
"423",24,"44",1
"424",24,"77",2
"425",24,"33",3
"426",24,"16",4
"427",24,"55",5
"428",24,"4",6
"429",24,"8",7
"430",24,"3",8
"431",24,"18",9
"432",24,"31",10
"433",24,"5",11
"434",24,"99",12
"435",24,"10",13
"436",24,"23",14
"437",24,"7",15
"438",24,"63",16
"439",24,"6",17
"440",25,"44",1
"441",25,"77",2
"442",25,"33",3
"443",25,"16",4
"444",25,"55",5
"445",25,"4",6
"446",25,"8",7
"447",25,"3",8
"448",25,"18",9
"449",25,"31",10
"450",25,"5",11
"451",25,"99",12
"452",25,"10",13
"453",25,"23",14
"454",25,"7",15
"455",25,"63",16
"456",25,"6",17
"457",26,"44",1
"458",26,"77",2
"459",26,"33",3
"460",26,"16",4
"461",26,"55",5
"462",26,"4",6
"463",26,"8",7
"464",26,"3",8
"465",26,"18",9
"466",26,"31",10
"467",26,"5",11
"468",26,"99",12
"469",26,"10",13
"470",26,"23",14
"471",26,"7",15
"472",26,"63",16
"473",26,"6",17
"474",27,"44",1
"475",27,"77",2
"476",27,"33",3
"477",27,"16",4
"478",27,"55",5
"479",27,"4",6
"480",27,"8",7
"481",27,"3",8
"482",27,"18",9
"483",27,"31",10
"484",27,"5",11
"485",27,"99",12
"486",27,"10",13
"487",27,"23",14
"488",27,"63",15
"489",27,"7",16
"490",27,"6",17
"491",28,"44",1
"492",28,"77",2
"493",28,"33",3
"494",28,"16",4
"495",28,"55",5
"496",28,"4",6
"497",28,"8",7
"498",28,"3",8
"499",28,"18",9
"500",28,"31",10
"501",28,"5",11
"502",28,"99",12
"503",28,"10",13
"504",28,"23",14
"505",28,"63",15
"506",28,"7",16
"507",28,"6",17
"508",29,"44",1
"509",29,"77",2
"510",29,"33",3
"511",29,"16",4
"512",29,"55",5
"513",29,"4",6
"514",29,"8",7
"515",29,"3",8
"516",29,"18",9
"517",29,"31",10
"518",29,"5",11
"519",29,"99",12
"520",29,"10",13
"521",29,"23",14
"522",29,"63",15
"523",29,"7",16
"524",29,"6",17
"525",30,"44",1
"526",30,"77",2
"527",30,"33",3
"528",30,"16",4
"529",30,"55",5
"530",30,"4",6
"531",30,"8",7
"532",30,"3",8
"533",30,"18",9
"534",30,"31",10
"535",30,"5",11
"536",30,"10",12
"537",30,"23",13
"538",30,"99",14
"539",30,"63",15
"540",30,"7",16
"541",30,"6",17
"542",31,"44",1
"543",31,"77",2
"544",31,"33",3
"545",31,"16",4
"546",31,"55",5
"547",31,"4",6
"548",31,"8",7
"549",31,"3",8
"550",31,"18",9
"551",31,"31",10
"552",31,"5",11
"553",31,"10",12
"554",31,"99",13
"555",31,"63",14
"556",31,"7",15
"557",31,"6",16
"558",31,"23",17
"559",32,"44",1
"560",32,"77",2
"561",32,"33",3
"562",32,"16",4
"563",32,"55",5
"564",32,"4",6
"565",32,"8",7
"566",32,"3",8
"567",32,"18",9
"568",32,"31",10
"569",32,"5",11
"570",32,"10",12
"571",32,"99",13
"572",32,"63",14
"573",32,"6",15
"574",32,"7",16
"575",32,"23",17
"576",33,"44",1
"577",33,"77",2
"578",33,"33",3
"579",33,"16",4
"580",33,"55",5
"581",33,"4",6
"582",33,"8",7
"583",33,"3",8
"584",33,"18",9
"585",33,"31",10
"586",33,"5",11
"587",33,"10",12
"588",33,"99",13
"589",33,"63",14
"590",33,"6",15
"591",33,"7",16
"592",33,"23",17
"593",34,"44",1
"594",34,"77",2
"595",34,"33",3
"596",34,"16",4
"597",34,"55",5
"598",34,"4",6
"599",34,"8",7
"600",34,"3",8
"601",34,"18",9
"602",34,"31",10
"603",34,"5",11
"604",34,"10",12
"605",34,"99",13
"606",34,"63",14
"607",34,"6",15
"608",34,"7",16
"609",34,"23",17
"610",35,"44",1
"611",35,"77",2
"612",35,"33",3
"613",35,"16",4
"614",35,"55",5
"615",35,"4",6
"616",35,"8",7
"617",35,"3",8
"618",35,"18",9
"619",35,"31",10
"620",35,"5",11
"621",35,"10",12
"622",35,"99",13
"623",35,"63",14
"624",35,"6",15
"625",35,"7",16
"626",35,"23",17
"627",36,"44",1
"628",36,"77",2
"629",36,"33",3
"630",36,"16",4
"631",36,"55",5
"632",36,"4",6
"633",36,"3",7
"634",36,"18",8
"635",36,"8",9
"636",36,"31",10
"637",36,"5",11
"638",36,"10",12
"639",36,"99",13
"640",36,"63",14
"641",36,"6",15
"642",36,"7",16
"643",36,"23",17
"644",37,"44",1
"645",37,"77",2
"646",37,"33",3
"647",37,"16",4
"648",37,"55",5
"649",37,"4",6
"650",37,"3",7
"651",37,"18",8
"652",37,"31",9
"653",37,"10",10
"654",37,"5",11
"655",37,"99",12
"656",37,"63",13
"657",37,"6",14
"658",37,"7",15
"659",37,"23",16
"660",37,"8",17
"661",38,"44",1
"662",38,"77",2
"663",38,"33",3
"664",38,"16",4
"665",38,"55",5
"666",38,"4",6
"667",38,"3",7
"668",38,"18",8
"669",38,"31",9
"670",38,"10",10
"671",38,"5",11
"672",38,"99",12
"673",38,"63",13
"674",38,"6",14
"675",38,"7",15
"676",38,"23",16
"677",38,"8",17
"678",39,"44",1
"679",39,"77",2
"680",39,"33",3
"681",39,"16",4
"682",39,"55",5
"683",39,"4",6
"684",39,"3",7
"685",39,"18",8
"686",39,"31",9
"687",39,"10",10
"688",39,"5",11
"689",39,"99",12
"690",39,"63",13
"691",39,"6",14
"692",39,"23",15
"693",39,"7",16
"694",39,"8",17
"695",40,"44",1
"696",40,"77",2
"697",40,"33",3
"698",40,"16",4
"699",40,"55",5
"700",40,"4",6
"701",40,"3",7
"702",40,"18",8
"703",40,"31",9
"704",40,"10",10
"705",40,"5",11
"706",40,"99",12
"707",40,"63",13
"708",40,"6",14
"709",40,"23",15
"710",40,"7",16
"711",40,"8",17
"712",41,"44",1
"713",41,"77",2
"714",41,"33",3
"715",41,"16",4
"716",41,"55",5
"717",41,"4",6
"718",41,"3",7
"719",41,"18",8
"720",41,"31",9
"721",41,"10",10
"722",41,"5",11
"723",41,"99",12
"724",41,"63",13
"725",41,"23",14
"726",41,"6",15
"727",41,"7",16
"728",41,"8",17
"729",42,"44",1
"730",42,"77",2
"731",42,"33",3
"732",42,"16",4
"733",42,"55",5
"734",42,"4",6
"735",42,"3",7
"736",42,"18",8
"737",42,"31",9
"738",42,"10",10
"739",42,"5",11
"740",42,"99",12
"741",42,"63",13
"742",42,"23",14
"743",42,"6",15
"744",42,"7",16
"745",42,"8",17
"746",43,"44",1
"747",43,"77",2
"748",43,"33",3
"749",43,"16",4
"750",43,"55",5
"751",43,"4",6
"752",43,"3",7
"753",43,"18",8
"754",43,"31",9
"755",43,"10",10
"756",43,"5",11
"757",43,"99",12
"758",43,"63",13
"759",43,"23",14
"760",43,"6",15
"761",43,"7",16
"762",43,"8",17
"763",44,"44",1
"764",44,"77",2
"765",44,"33",3
"766",44,"16",4
"767",44,"55",5
"768",44,"4",6
"769",44,"3",7
"770",44,"18",8
"771",44,"31",9
"772",44,"10",10
"773",44,"5",11
"774",44,"99",12
"775",44,"63",13
"776",44,"23",14
"777",44,"6",15
"778",44,"8",16
"779",44,"7",17
"780",45,"44",1
"781",45,"77",2
"782",45,"33",3
"783",45,"16",4
"784",45,"55",5
"785",45,"4",6
"786",45,"3",7
"787",45,"18",8
"788",45,"31",9
"789",45,"10",10
"790",45,"5",11
"791",45,"23",12
"792",45,"99",13
"793",45,"63",14
"794",45,"6",15
"795",45,"8",16
"796",45,"7",17
"797",46,"44",1
"798",46,"77",2
"799",46,"33",3
"800",46,"16",4
"801",46,"55",5
"802",46,"4",6
"803",46,"3",7
"804",46,"31",8
"805",46,"18",9
"806",46,"10",10
"807",46,"5",11
"808",46,"23",12
"809",46,"99",13
"810",46,"63",14
"811",46,"6",15
"812",46,"8",16
"813",46,"7",17
"814",47,"44",1
"815",47,"77",2
"816",47,"33",3
"817",47,"16",4
"818",47,"55",5
"819",47,"4",6
"820",47,"3",7
"821",47,"31",8
"822",47,"18",9
"823",47,"10",10
"824",47,"5",11
"825",47,"23",12
"826",47,"99",13
"827",47,"63",14
"828",47,"6",15
"829",47,"8",16
"830",47,"7",17
"831",48,"44",1
"832",48,"77",2
"833",48,"33",3
"834",48,"16",4
"835",48,"55",5
"836",48,"4",6
"837",48,"3",7
"838",48,"31",8
"839",48,"18",9
"840",48,"10",10
"841",48,"5",11
"842",48,"23",12
"843",48,"99",13
"844",48,"63",14
"845",48,"6",15
"846",48,"8",16
"847",48,"7",17
"848",49,"44",1
"849",49,"77",2
"850",49,"33",3
"851",49,"16",4
"852",49,"55",5
"853",49,"3",6
"854",49,"4",7
"855",49,"31",8
"856",49,"10",9
"857",49,"18",10
"858",49,"23",11
"859",49,"5",12
"860",49,"99",13
"861",49,"63",14
"862",49,"6",15
"863",49,"8",16
"864",49,"7",17
"865",50,"44",1
"866",50,"33",2
"867",50,"16",3
"868",50,"77",4
"869",50,"55",5
"870",50,"3",6
"871",50,"4",7
"872",50,"31",8
"873",50,"10",9
"874",50,"18",10
"875",50,"23",11
"876",50,"5",12
"877",50,"99",13
"878",50,"63",14
"879",50,"6",15
"880",50,"8",16
"881",50,"7",17
"882",51,"44",1
"883",51,"33",2
"884",51,"16",3
"885",51,"3",4
"886",51,"4",5
"887",51,"55",6
"888",51,"31",7
"889",51,"10",8
"890",51,"23",9
"891",51,"18",10
"892",51,"5",11
"893",51,"77",12
"894",51,"99",13
"895",51,"63",14
"896",51,"6",15
"897",51,"8",16
"898",51,"7",17
"899",52,"44",1
"900",52,"33",2
"901",52,"16",3
"902",52,"3",4
"903",52,"4",5
"904",52,"31",6
"905",52,"10",7
"906",52,"23",8
"907",52,"18",9
"908",52,"5",10
"909",52,"77",11
"910",52,"99",12
"911",52,"63",13
"912",52,"55",14
"913",52,"6",15
"914",52,"8",16
