"","lap","cars","Position"
"533",27,"33",8
"534",27,"16",9
"535",27,"4",10
"536",27,"20",11
"537",27,"63",12
"538",27,"7",13
"539",27,"10",14
"540",27,"31",15
"541",27,"26",16
"542",27,"77",17
"543",27,"8",18
"544",27,"6",19
"545",28,"18",1
"546",28,"11",2
"547",28,"23",3
"548",28,"5",4
"549",28,"44",5
"550",28,"3",6
"551",28,"55",7
"552",28,"33",8
"553",28,"16",9
"554",28,"4",10
"555",28,"20",11
"556",28,"63",12
"557",28,"7",13
"558",28,"10",14
"559",28,"31",15
"560",28,"26",16
"561",28,"77",17
"562",28,"8",18
"563",28,"6",19
"564",29,"18",1
"565",29,"11",2
"566",29,"23",3
"567",29,"5",4
"568",29,"44",5
"569",29,"3",6
"570",29,"55",7
"571",29,"33",8
"572",29,"16",9
"573",29,"4",10
"574",29,"20",11
"575",29,"63",12
"576",29,"10",13
"577",29,"7",14
"578",29,"31",15
"579",29,"26",16
"580",29,"77",17
"581",29,"8",18
"582",29,"6",19
"583",30,"18",1
"584",30,"11",2
"585",30,"23",3
"586",30,"5",4
"587",30,"44",5
"588",30,"3",6
"589",30,"55",7
"590",30,"33",8
"591",30,"16",9
"592",30,"4",10
"593",30,"20",11
"594",30,"63",12
"595",30,"10",13
"596",30,"7",14
"597",30,"31",15
"598",30,"26",16
"599",30,"77",17
"600",30,"8",18
"601",30,"6",19
"602",31,"18",1
"603",31,"11",2
"604",31,"23",3
"605",31,"5",4
"606",31,"44",5
"607",31,"3",6
"608",31,"55",7
"609",31,"33",8
"610",31,"16",9
"611",31,"4",10
"612",31,"20",11
"613",31,"63",12
"614",31,"10",13
"615",31,"31",14
"616",31,"26",15
"617",31,"77",16
"618",31,"7",17
"619",31,"8",18
"620",31,"6",19
"621",32,"18",1
"622",32,"11",2
"623",32,"23",3
"624",32,"5",4
"625",32,"44",5
"626",32,"55",6
"627",32,"33",7
"628",32,"3",8
"629",32,"16",9
"630",32,"4",10
"631",32,"20",11
"632",32,"10",12
"633",32,"63",13
"634",32,"31",14
"635",32,"26",15
"636",32,"77",16
"637",32,"7",17
"638",32,"8",18
"639",32,"6",19
"640",33,"18",1
"641",33,"11",2
"642",33,"23",3
"643",33,"44",4
"644",33,"5",5
"645",33,"55",6
"646",33,"33",7
"647",33,"16",8
"648",33,"3",9
"649",33,"4",10
"650",33,"20",11
"651",33,"10",12
"652",33,"31",13
"653",33,"26",14
"654",33,"77",15
"655",33,"63",16
"656",33,"7",17
"657",33,"8",18
"658",33,"6",19
"659",34,"18",1
"660",34,"11",2
"661",34,"44",3
"662",34,"23",4
"663",34,"33",5
"664",34,"5",6
"665",34,"16",7
"666",34,"55",8
"667",34,"3",9
"668",34,"4",10
"669",34,"20",11
"670",34,"31",12
"671",34,"26",13
"672",34,"77",14
"673",34,"63",15
"674",34,"10",16
"675",34,"7",17
"676",34,"8",18
"677",34,"6",19
"678",35,"18",1
"679",35,"11",2
"680",35,"44",3
"681",35,"33",4
"682",35,"5",5
"683",35,"23",6
"684",35,"16",7
"685",35,"55",8
"686",35,"3",9
"687",35,"4",10
"688",35,"31",11
"689",35,"26",12
"690",35,"77",13
"691",35,"63",14
"692",35,"10",15
"693",35,"7",16
"694",35,"8",17
"695",35,"20",18
"696",35,"6",19
"697",36,"11",1
"698",36,"18",2
"699",36,"44",3
"700",36,"33",4
"701",36,"5",5
"702",36,"23",6
"703",36,"16",7
"704",36,"55",8
"705",36,"3",9
"706",36,"4",10
"707",36,"31",11
"708",36,"26",12
"709",36,"77",13
"710",36,"10",14
"711",36,"63",15
"712",36,"7",16
"713",36,"8",17
"714",36,"20",18
"715",36,"6",19
"716",37,"44",1
"717",37,"11",2
"718",37,"33",3
"719",37,"18",4
"720",37,"5",5
"721",37,"23",6
"722",37,"16",7
"723",37,"55",8
"724",37,"3",9
"725",37,"4",10
"726",37,"31",11
"727",37,"26",12
"728",37,"77",13
"729",37,"10",14
"730",37,"63",15
"731",37,"7",16
"732",37,"8",17
"733",37,"20",18
"734",37,"6",19
"735",38,"44",1
"736",38,"11",2
"737",38,"33",3
