"","lap","cars","Position"
"758",37,"6",18
"759",37,"99",19
"760",37,"20",20
"761",38,"44",1
"762",38,"33",2
"763",38,"77",3
"764",38,"16",4
"765",38,"27",5
"766",38,"18",6
"767",38,"23",7
"768",38,"31",8
"769",38,"4",9
"770",38,"26",10
"771",38,"10",11
"772",38,"5",12
"773",38,"55",13
"774",38,"8",14
"775",38,"7",15
"776",38,"3",16
"777",38,"63",17
"778",38,"6",18
"779",38,"99",19
"780",38,"20",20
"781",39,"44",1
"782",39,"33",2
"783",39,"77",3
"784",39,"16",4
"785",39,"27",5
"786",39,"18",6
"787",39,"23",7
"788",39,"31",8
"789",39,"4",9
"790",39,"26",10
"791",39,"10",11
"792",39,"5",12
"793",39,"55",13
"794",39,"3",14
"795",39,"7",15
"796",39,"63",16
"797",39,"6",17
"798",39,"99",18
"799",39,"8",19
"800",39,"20",20
"801",40,"44",1
"802",40,"33",2
"803",40,"77",3
"804",40,"16",4
"805",40,"27",5
"806",40,"18",6
"807",40,"23",7
"808",40,"31",8
"809",40,"4",9
"810",40,"26",10
"811",40,"10",11
"812",40,"5",12
"813",40,"55",13
"814",40,"3",14
"815",40,"7",15
"816",40,"6",16
"817",40,"99",17
"818",40,"8",18
"819",40,"63",19
"820",40,"20",20
"821",41,"44",1
"822",41,"33",2
"823",41,"77",3
"824",41,"16",4
"825",41,"27",5
"826",41,"18",6
"827",41,"23",7
"828",41,"31",8
"829",41,"4",9
"830",41,"26",10
"831",41,"10",11
"832",41,"5",12
"833",41,"55",13
"834",41,"3",14
"835",41,"7",15
"836",41,"6",16
"837",41,"99",17
"838",41,"8",18
"839",41,"63",19
"840",41,"20",20
"841",42,"33",1
"842",42,"77",2
"843",42,"16",3
"844",42,"44",4
"845",42,"27",5
"846",42,"18",6
"847",42,"23",7
"848",42,"31",8
"849",42,"4",9
"850",42,"26",10
"851",42,"10",11
"852",42,"5",12
"853",42,"55",13
"854",42,"3",14
"855",42,"7",15
"856",42,"6",16
"857",42,"99",17
"858",42,"8",18
"859",42,"63",19
"860",42,"20",20
"861",43,"33",1
"862",43,"77",2
"863",43,"16",3
"864",43,"44",4
"865",43,"27",5
"866",43,"18",6
"867",43,"23",7
"868",43,"31",8
"869",43,"4",9
"870",43,"26",10
"871",43,"10",11
"872",43,"5",12
"873",43,"55",13
"874",43,"3",14
"875",43,"7",15
"876",43,"6",16
"877",43,"99",17
"878",43,"8",18
"879",43,"63",19
"880",43,"20",20
"881",44,"33",1
"882",44,"77",2
"883",44,"16",3
"884",44,"44",4
"885",44,"27",5
"886",44,"18",6
"887",44,"23",7
"888",44,"31",8
"889",44,"4",9
"890",44,"26",10
"891",44,"10",11
"892",44,"5",12
"893",44,"55",13
"894",44,"3",14
"895",44,"7",15
"896",44,"6",16
"897",44,"99",17
"898",44,"8",18
"899",44,"63",19
"900",45,"33",1
"901",45,"77",2
"902",45,"44",3
"903",45,"16",4
"904",45,"18",5
"905",45,"23",6
"906",45,"27",7
"907",45,"31",8
"908",45,"4",9
"909",45,"26",10
"910",45,"10",11
"911",45,"5",12
"912",45,"55",13
"913",45,"3",14
"914",45,"7",15
"915",45,"6",16
"916",45,"99",17
"917",45,"8",18
"918",45,"63",19
"919",46,"33",1
"920",46,"77",2
"921",46,"44",3
"922",46,"16",4
"923",46,"18",5
"924",46,"23",6
"925",46,"27",7
"926",46,"31",8
"927",46,"4",9
"928",46,"26",10
"929",46,"10",11
"930",46,"5",12
"931",46,"55",13
"932",46,"3",14
"933",46,"7",15
"934",46,"6",16
"935",46,"8",17
"936",46,"99",18
"937",46,"63",19
"938",47,"33",1
"939",47,"77",2
"940",47,"44",3
"941",47,"16",4
"942",47,"18",5
"943",47,"23",6
"944",47,"27",7
"945",47,"31",8
"946",47,"4",9
"947",47,"26",10
"948",47,"10",11
"949",47,"5",12
"950",47,"55",13
"951",47,"3",14
"952",47,"7",15
"953",47,"8",16
"954",47,"99",17
"955",47,"63",18
"956",47,"6",19
"957",48,"33",1
"958",48,"77",2
"959",48,"44",3
"960",48,"16",4
"961",48,"18",5
"962",48,"23",6
"963",48,"27",7
"964",48,"31",8
"965",48,"4",9
"966",48,"26",10
"967",48,"10",11
"968",48,"5",12
"969",48,"55",13
"970",48,"3",14
"971",48,"7",15
"972",48,"8",16
"973",48,"99",17
"974",48,"63",18
"975",48,"6",19
"976",49,"33",1
"977",49,"77",2
"978",49,"44",3
"979",49,"16",4
"980",49,"18",5
"981",49,"23",6
"982",49,"27",7
"983",49,"31",8
"984",49,"4",9
"985",49,"26",10
"986",49,"10",11
"987",49,"5",12
"988",49,"55",13
"989",49,"3",14
"990",49,"7",15
"991",49,"8",16
"992",49,"99",17
"993",49,"63",18
"994",49,"6",19
"995",50,"33",1
"996",50,"44",2
"997",50,"77",3
"998",50,"16",4
"999",50,"23",5
"1000",50,"18",6
"1001",50,"27",7
"1002",50,"31",8
"1003",50,"4",9
"1004",50,"26",10
"1005",50,"10",11
"1006",50,"5",12
"1007",50,"55",13
"1008",50,"3",14
"1009",50,"7",15
"1010",50,"8",16
"1011",50,"99",17
"1012",50,"63",18
"1013",50,"6",19
"1014",51,"33",1
"1015",51,"44",2
"1016",51,"77",3
"1017",51,"16",4
"1018",51,"23",5
"1019",51,"18",6
"1020",51,"27",7
"1021",51,"31",8
"1022",51,"4",9
"1023",51,"26",10
"1024",51,"10",11
"1025",51,"5",12
"1026",51,"55",13
"1027",51,"3",14
