"","lap","cars","Position"
"422",23,"10",4
"423",23,"23",5
"424",23,"77",6
"425",23,"16",7
"426",23,"4",8
"427",23,"31",9
"428",23,"3",10
"429",23,"55",11
"430",23,"20",12
"431",23,"63",13
"432",23,"26",14
"433",23,"7",15
"434",23,"99",16
"435",23,"5",17
"436",23,"6",18
"437",24,"44",1
"438",24,"33",2
"439",24,"11",3
"440",24,"23",4
"441",24,"10",5
"442",24,"77",6
"443",24,"4",7
"444",24,"31",8
"445",24,"3",9
"446",24,"55",10
"447",24,"20",11
"448",24,"16",12
"449",24,"63",13
"450",24,"26",14
"451",24,"7",15
"452",24,"99",16
"453",24,"5",17
"454",24,"6",18
"455",25,"44",1
"456",25,"33",2
"457",25,"11",3
"458",25,"23",4
"459",25,"10",5
"460",25,"4",6
"461",25,"77",7
"462",25,"31",8
"463",25,"3",9
"464",25,"55",10
"465",25,"16",11
"466",25,"20",12
"467",25,"63",13
"468",25,"26",14
"469",25,"7",15
"470",25,"99",16
"471",25,"5",17
"472",25,"6",18
"473",26,"44",1
"474",26,"33",2
"475",26,"11",3
"476",26,"23",4
"477",26,"4",5
"478",26,"31",6
"479",26,"55",7
"480",26,"3",8
"481",26,"10",9
"482",26,"16",10
"483",26,"20",11
"484",26,"63",12
"485",26,"77",13
"486",26,"26",14
"487",26,"7",15
"488",26,"99",16
"489",26,"5",17
"490",26,"6",18
"491",27,"44",1
"492",27,"33",2
"493",27,"11",3
"494",27,"23",4
"495",27,"4",5
"496",27,"55",6
"497",27,"31",7
"498",27,"3",8
"499",27,"10",9
"500",27,"16",10
"501",27,"77",11
"502",27,"63",12
"503",27,"26",13
"504",27,"20",14
"505",27,"7",15
"506",27,"99",16
"507",27,"5",17
"508",27,"6",18
"509",28,"44",1
"510",28,"33",2
"511",28,"11",3
"512",28,"23",4
"513",28,"4",5
"514",28,"55",6
"515",28,"31",7
"516",28,"3",8
"517",28,"10",9
"518",28,"16",10
"519",28,"77",11
"520",28,"63",12
"521",28,"26",13
"522",28,"99",14
"523",28,"7",15
"524",28,"5",16
"525",28,"6",17
"526",28,"20",18
"527",29,"44",1
"528",29,"33",2
"529",29,"11",3
"530",29,"23",4
"531",29,"4",5
"532",29,"55",6
"533",29,"3",7
"534",29,"31",8
"535",29,"10",9
"536",29,"16",10
"537",29,"77",11
"538",29,"63",12
"539",29,"26",13
"540",29,"99",14
"541",29,"7",15
"542",29,"5",16
"543",29,"6",17
"544",29,"20",18
"545",30,"44",1
"546",30,"33",2
"547",30,"11",3
"548",30,"23",4
"549",30,"4",5
"550",30,"55",6
"551",30,"3",7
"552",30,"31",8
"553",30,"10",9
"554",30,"16",10
"555",30,"77",11
"556",30,"63",12
"557",30,"26",13
"558",30,"99",14
"559",30,"5",15
"560",30,"7",16
"561",30,"6",17
"562",30,"20",18
"563",31,"44",1
"564",31,"33",2
"565",31,"11",3
"566",31,"23",4
"567",31,"4",5
"568",31,"55",6
"569",31,"3",7
"570",31,"31",8
"571",31,"10",9
"572",31,"16",10
"573",31,"77",11
"574",31,"63",12
"575",31,"26",13
"576",31,"99",14
"577",31,"5",15
"578",31,"7",16
"579",31,"6",17
"580",31,"20",18
"581",32,"44",1
"582",32,"33",2
"583",32,"11",3
"584",32,"23",4
"585",32,"4",5
"586",32,"55",6
"587",32,"3",7
"588",32,"31",8
"589",32,"10",9
"590",32,"77",10
"591",32,"16",11
"592",32,"63",12
"593",32,"26",13
"594",32,"99",14
"595",32,"5",15
"596",32,"7",16
"597",32,"6",17
"598",32,"20",18
"599",33,"44",1
"600",33,"33",2
"601",33,"11",3
"602",33,"23",4
"603",33,"4",5
"604",33,"55",6
"605",33,"3",7
"606",33,"31",8
"607",33,"10",9
"608",33,"77",10
"609",33,"16",11
"610",33,"63",12
"611",33,"99",13
"612",33,"26",14
